,Uniprot,Gene_Name,RBP_flag,SVM_SeqOnly_score,DNN_SeqOnly_score,Network_score_MB,Network_score_MB_STRING,optimistic_DNN_SVM,optimistic_DNNSVM_NetMB_STRING,protein_len,Ensembl Gene ID
444,O95067,CCNB2,0,0.57185333,0.37791574,0.786624471,0.829730476,0.674769777,0.89070139,398,ENSG00000157456
445,B4DGR3,,0,0.880426222,0.89643335,0.333402827,0.542253772,0.8712752,0.890503873,702,
446,Q9UBS4,DNAJB11,0,0.603026863,0.22188969,0.605599888,0.831574689,0.670227456,0.890391007,358,ENSG00000090520
447,P49773,HINT1,0,0.770605578,0.12890607,0.658171337,0.816411265,0.707313974,0.890081335,126,ENSG00000169567
448,Q59FS3,RS7,0,0.115523679,0.21816322,0.729417397,0.865862219,0.533456414,0.889844107,78,
449,O60237,PPP1R12B,0,0.555264205,0.32301638,0.758189676,0.832034643,0.665455755,0.889644275,982,ENSG00000077157
450,Q86XI8,ZSWIM9,0,0.890393611,0.17719153,0.810233391,0.704521661,0.812797728,0.88960713,627,ENSG00000185453
451,Q6LC01,,0,0.632615938,0.95383126,0.332541028,0.544107251,0.870332724,0.889395584,437,
452,Q9NWY4,HPF1,0,0.827247135,0.5570037,0.817017851,0.73390561,0.796588354,0.889254546,346,ENSG00000056050
453,B7ZLF8,,0,0.081014451,0.2852096,0.729417397,0.865862219,0.528872345,0.8890795,89,
454,P23919,DTYMK,0,0.399285892,0.39078537,0.894010074,0.843694005,0.623673887,0.889049636,212,ENSG00000168393
455,Q7Z612,RLA1,0,0.683032528,0.67874026,0.775264503,0.801384092,0.73341368,0.888580793,113,
456,B4DQ50,TGM3,0,0.05845855,0.32001847,0.729417397,0.865862219,0.524388989,0.888421298,533,
457,Q96A23,CPNE4,0,0.199856741,0.55209726,0.881992011,0.850091918,0.597582254,0.888162237,557,ENSG00000196353
458,Q9NRZ9,HELLS,0,0.626217567,0.43284094,0.644625645,0.817657194,0.696824534,0.887959586,838,ENSG00000119969
459,O75330,HMMR,0,0.076072561,0.78600574,0.749529662,0.845551094,0.607443891,0.887858011,724,ENSG00000072571
460,Q8IWG1,WDR63,0,0.852082543,0.5852331,0.46671707,0.698860293,0.812946641,0.887799769,891,ENSG00000162643
461,Q9NQH7,XPNPEP3,0,0.205481067,0.39211532,0.871527064,0.85541721,0.579767497,0.887621478,507,ENSG00000196236
462,Q9NVH6,TMLHE,0,0.138718781,0.63162816,0.860779765,0.850575711,0.592237034,0.887472974,421,ENSG00000185973
463,Q8NBF2,NHLRC2,0,0.506144624,0.12474964,0.930877437,0.850110023,0.593025837,0.887394727,726,ENSG00000196865
464,Q504X9,MAP1A,0,0.772184568,0.9753161,0.213150917,0.304877737,0.896562633,0.887206746,627,
465,Q9Y6U3,SCIN,0,0.930687361,0.15774232,0.811458047,0.56810074,0.852558977,0.887136788,715,ENSG00000006747
466,Q96H22,CENPN,0,0.695960018,0.3194004,0.660267114,0.80836254,0.710658326,0.887041052,339,ENSG00000166451
467,P61009,SPCS3,0,0.154063236,0.22713622,0.330472213,0.86207863,0.54531336,0.886937011,180,ENSG00000129128
468,Q9HCN4,GPN1,0,0.245893896,0.51042473,0.758988652,0.845453374,0.601882665,0.886880133,374,ENSG00000198522
469,Q8TD26,CHD6,0,0.166252094,0.5572846,0.83861504,0.850530756,0.588433011,0.88678611,2715,ENSG00000124177
470,Q9Y248,GINS2,0,0.184913524,0.05919944,0.770531444,0.867670518,0.487580399,0.886762268,185,ENSG00000131153
471,Q14254,FLOT2,0,0.356253349,0.18490186,0.754565606,0.851514372,0.589050154,0.886691101,428,ENSG00000132589
472,B9A064,IGLL5,0,0.011618629,0.17161731,0.924528168,0.869058971,0.479880238,0.886647814,214,ENSG00000254709
473,Q58FG0,HSP90AA5P,0,0.87015107,0.69979244,0.739380359,0.663869992,0.827617712,0.886383321,334,
474,Q8WXE9,STON2,0,0.012195276,0.12134528,0.899461243,0.877580486,0.425129881,0.885965792,905,ENSG00000140022
475,Q9UFQ0,DKFZp434K0435,0,0.91879136,0.18403432,0.387674088,0.625733906,0.840766376,0.885903621,239,
476,Q9NQW1,SC31B,0,0.113600492,0.6600711,0.818968304,0.848749878,0.589124035,0.885665569,1179,ENSG00000075826
477,Q9H116,GZF1,0,0.08916273,0.31925833,0.944142385,0.860739786,0.536813481,0.885652485,711,ENSG00000125812
478,Q15554,TERF2,0,0.90100804,0.29113334,0.73642787,0.660688344,0.827592209,0.88564713,542,ENSG00000132604
479,Q9H7Z3,NRDE2,0,0.444405054,0.31776768,0.901651151,0.83695007,0.626813715,0.885372694,1164,ENSG00000119720
480,Q6IT96,HDAC1,0,0.79722173,0.9123232,0.415850217,0.580427733,0.846785608,0.884989178,482,
481,P60059,SEC61G,0,0.564297822,0.03810073,0.389448054,0.844524537,0.599119053,0.884785043,68,ENSG00000132432
482,Q9UEG4,ZNF629,0,0.044199779,0.007747006,0.917652663,0.875935025,0.3966226,0.8845613,869,ENSG00000102870
483,Q16352,INA,0,0.094978313,0.23423353,0.907373894,0.860884453,0.52779077,0.884199489,499,ENSG00000148798
484,P48730,CSNK1D,0,0.429032217,0.83637315,0.63296466,0.809700496,0.698960935,0.884047785,415,ENSG00000141551
485,P53814,SMTN,0,0.295641006,0.22878154,0.743304573,0.846235261,0.582689889,0.88384574,917,ENSG00000183963
486,Q92845,KIFAP3,0,0.867758315,0.2728963,0.741003586,0.716578415,0.800394146,0.883604507,792,ENSG00000075945
487,O75746,SLC25A12,0,0.307245711,0.48878497,0.780090393,0.838953087,0.613503676,0.883484524,678,ENSG00000115840
488,Q8IXB1,DNAJC10,0,0.107210405,0.36370742,0.825514707,0.856101979,0.550240295,0.883472605,793,ENSG00000077232
489,Q96NY9,MUS81,0,0.4550963,0.18272309,0.839248987,0.838561921,0.615460198,0.883467256,551,ENSG00000172732
490,Q8N9Q2,SREK1IP1,0,0.562361053,0.9312471,0.656589015,0.661433167,0.825076156,0.883399723,155,ENSG00000153006
491,Q14019,COTL1,0,0.873696367,0.6599823,0.708957237,0.64960799,0.827447461,0.883282414,142,ENSG00000103187
492,E7EW20,MYO6,0,0.749446212,0.7353931,0.797982997,0.757153092,0.771494952,0.883155792,1295,ENSG00000196586
493,Q9NUW8,TDP1,0,0.467050488,0.8129443,0.634482819,0.80695969,0.69987416,0.883149161,608,ENSG00000042088
494,Q6PCD5,RFWD3,0,0.162784167,0.021015557,0.520148859,0.868358002,0.457799737,0.883088183,774,ENSG00000168411
495,A9CP04,Par1b,0,0.792869182,0.22431314,0.745030997,0.775286587,0.752471907,0.882969591,699,
496,P82251,SLC7A9,0,0.046617785,0.020706702,0.817170857,0.871559122,0.409015838,0.882968241,487,ENSG00000021488
497,Q9Y2Z0,SUGT1,0,0.78934996,0.13795616,0.710473183,0.799351029,0.719346949,0.882936437,365,ENSG00000165416
498,P30837,ALDH1B1,0,0.617691971,0.3096894,0.877197672,0.814288073,0.684017101,0.882907308,517,ENSG00000137124
499,Q96G03,PGM2,0,0.584886927,0.29148296,0.777869651,0.821851588,0.671508673,0.882822131,612,ENSG00000169299
500,Q76P68,cICK0721Q.2,0,0.927278985,0.31256518,0.312376756,0.523219754,0.859990202,0.88270218,165,
501,P53990,IST1,0,0.616022179,0.45081612,0.74043081,0.808542951,0.694637516,0.88265496,364,ENSG00000182149
502,Q8IYQ9,IMA4,0,0.877380425,0.8452325,0.492940285,0.553853821,0.852098374,0.882633325,521,ENSG00000102753
503,Q5SQT9,SAR1A,0,0.455301041,0.6381996,0.892581263,0.823455143,0.66441582,0.882581332,198,
504,Q13416,ORC2,0,0.182482449,0.29382196,0.81739011,0.853804071,0.561409312,0.882553026,577,ENSG00000115942
505,A6NK07,,0,0.8245766,0.882605,0.458711127,0.608297549,0.840495277,0.882483105,327,
506,Q6IAU5,PPM1G,0,0.835555172,0.93251705,0.268620867,0.30435664,0.888818387,0.882474138,546,
507,B3KTS5,VDAC1,0,0.842352185,0.89689714,0.333402827,0.542253772,0.855142793,0.882453529,283,
508,Q8N8A2,ANKRD44,0,0.311898159,0.32262424,0.800776474,0.843197528,0.597577094,0.882413609,993,ENSG00000065413
509,O00401,WASL,0,0.947989356,0.586144,0.357558127,0.361686878,0.883800339,0.882407585,505,ENSG00000106299
510,O00625,PIR,0,0.801905409,0.3413029,0.665921879,0.761070447,0.765258996,0.882280081,290,ENSG00000087842
511,Q9UH03,9/3/2019 0:00,0,0.954543569,0.36183453,0.374714386,0.274782426,0.893022554,0.882233889,358,ENSG00000100167
512,Q8TAT5,NEIL3,0,0.076231355,0.5748471,0.780408297,0.849162067,0.566275702,0.882133459,605,ENSG00000109674
513,Q93079,HIST1H2BH,0,0.628886058,0.06512676,0.83511695,0.829633415,0.633375756,0.881952233,126,ENSG00000275713
514,O95202,LETM1,0,0.813047128,0.7440466,0.816950657,0.699023477,0.805495414,0.881703216,739,ENSG00000168924
515,P48741,HSPA7,0,0.806827443,0.3131917,0.772315142,0.754691182,0.766876181,0.881617191,367,
516,Q9NS56,TOPRS,0,0.711417198,0.9375609,0.702918388,0.51963717,0.864011304,0.881605053,1045,ENSG00000197579
517,Q6PII3,CCDC174,0,0.943962022,0.2927093,0.518353066,0.487683905,0.871307412,0.881592452,467,ENSG00000154781
518,A8K008,,0,0.105952682,0.12938239,0.729417397,0.865862219,0.472930668,0.881365766,472,
519,Q68DA7,FMN1,0,0.298961603,0.57086444,0.774672135,0.833448057,0.622599912,0.881005167,1419,ENSG00000248905
520,O95816,BAG2,0,0.262483074,0.64715606,0.760513146,0.833460782,0.622502888,0.880955618,211,ENSG00000112208
521,F8WCF6,ARPC4-TTLL3,0,0.0925181,0.11166393,0.729417397,0.865862219,0.465309995,0.880335006,181,ENSG00000250151
522,Q9H082,RAB33B,0,0.393307974,0.21657155,0.885947732,0.836501987,0.604851372,0.880298711,229,ENSG00000172007
523,P51649,ALDH5A1,0,0.678132783,0.38814566,0.877600161,0.801271052,0.707291106,0.880241287,535,ENSG00000112294
524,O60641,SNAP91,0,0.684345636,0.74315655,0.818527472,0.775972627,0.745668094,0.879895057,907,ENSG00000065609
525,Q9BZU1,,0,0.834051926,0.14712316,0.564021707,0.770859856,0.750429149,0.879721797,79,
526,P17858,PFKL,0,0.513920575,0.12500969,0.794016142,0.840227099,0.596262978,0.879698202,780,ENSG00000141959
527,Q9BYB4,GNB1L,0,0.39203817,0.061857328,0.843352282,0.851544207,0.547025319,0.879675536,327,ENSG00000185838
528,Q5EFE6,,0,0.12031996,0.044168744,0.729417397,0.865862219,0.459946494,0.879666631,234,
529,Q6UB98,ANR12,0,0.115205087,0.92466563,0.44885369,0.774799063,0.744159775,0.879430344,2062,ENSG00000101745
530,P0C0S8,HIST1H2AG,0,0.748820758,0.14699104,0.842213371,0.803945538,0.69495999,0.879241504,130,ENSG00000196747
531,P0C0S8,HIST1H2AK,0,0.748820758,0.14699104,0.842213371,0.803945538,0.69495999,0.879241504,130,ENSG00000196747
532,P0C0S8,HIST1H2AL,0,0.748820758,0.14699104,0.842213371,0.803945538,0.69495999,0.879241504,130,ENSG00000196747
533,P0C0S8,HIST1H2AM,0,0.748820758,0.14699104,0.842213371,0.803945538,0.69495999,0.879241504,130,ENSG00000196747
534,P0C0S8,HIST1H2AI,0,0.748820758,0.14699104,0.842213371,0.803945538,0.69495999,0.879241504,130,ENSG00000196747
535,B2R7W0,MTDC,0,0.945698946,0.20053606,0.300729763,0.506938561,0.866479198,0.879199584,344,
536,Q6UB28,METAP1D,0,0.184505982,0.074497096,0.394649498,0.861309188,0.491354734,0.879013671,335,ENSG00000172878
537,C9JPM4,ARF4,0,0.5,0.08764918,0.683672879,0.842230562,0.58369844,0.878330811,127,ENSG00000168374
538,P12755,SKI,0,0.066671379,0.4127348,0.69520536,0.850965269,0.539320771,0.87830732,728,ENSG00000157933
539,O00487,PSMD14,0,0.804166276,0.079844035,0.724269307,0.78647365,0.724863904,0.878196345,310,ENSG00000115233
540,P98082,DAB2,0,0.751134419,0.92020255,0.653607686,0.56591053,0.843581089,0.877896935,770,ENSG00000153071
541,Q06S70,TREX2,0,0.065901316,0.0676919,0.729417397,0.865862219,0.446080241,0.877860013,278,
542,Q9P227,RHG23,0,0.626181587,0.2206065,0.94591962,0.809133916,0.679801051,0.877770195,1491,ENSG00000273780
543,Q15648,MED1,0,0.654372225,0.965269,0.578852635,0.470653021,0.870140864,0.877636782,1581,ENSG00000125686
544,E9PF10,,0,0.530271733,0.5847187,0.862466468,0.80758903,0.681958678,0.877615666,1327,ENSG00000113569
545,Q93100,KPBB,0,0.428930328,0.26608652,0.780641039,0.82910579,0.616885849,0.877516212,1093,ENSG00000102893
546,G5E9A7,DMWD,0,0.466624351,0.29140812,0.626322978,0.826484919,0.630705032,0.877485356,649,ENSG00000185800
547,Q13216,ERCC8,0,0.880582422,0.22957703,0.547253382,0.672953044,0.808426907,0.87737037,396,ENSG00000049167
548,O75446,SAP30,0,0.924135133,0.31665123,0.4797114,0.514271726,0.854438128,0.87733561,220,ENSG00000164105
549,Q96PY6,NEK1,0,0.179238848,0.85511404,0.582936074,0.816145271,0.66097844,0.877100221,1258,ENSG00000137601
550,Q96HE7,ERO1A,0,0.060423646,0.011772233,0.817477717,0.867424399,0.409583177,0.877022514,468,ENSG00000197930
551,O60232,SSSCA1,0,0.024006751,0.20566988,0.469533347,0.858765682,0.492105648,0.87676872,199,ENSG00000173465
552,Q96PV6,LENG8,0,0.936495628,0.35107657,0.616176603,0.5,0.866864498,0.876610401,779,ENSG00000167615
553,Q4FZB7,KMT5B,0,0.692102168,0.6674109,0.75600395,0.775740423,0.737701915,0.876482375,885,ENSG00000110066
554,Q9H4B7,TUBB1,0,0.540329675,0.8885678,0.709352704,0.749975556,0.758398927,0.876435418,451,ENSG00000101162
555,Q8NBY1,STK26,0,0.346354751,0.075440116,0.915548898,0.847163623,0.536057697,0.87625112,392,ENSG00000134602
556,B9A6K1,TBC1D5,0,0.797195243,0.45946854,0.55435562,0.74242197,0.768400936,0.876206079,795,
557,Q6PIW4,FIGNL1,0,0.391564926,0.54420805,0.754242732,0.822375601,0.638988252,0.876128528,674,ENSG00000132436
558,Q9BZG8,DPH1,0,0.527495647,0.17348588,0.427595197,0.821990464,0.638378039,0.875879308,443,ENSG00000108963
559,Q96C36,PYCR2,0,0.17506418,0.0973094,0.708901445,0.857129312,0.492002894,0.875857409,320,ENSG00000143811
560,P22392,NME2,0,0.797014868,0.11402466,0.736118801,0.78516313,0.72108594,0.875645571,152,ENSG00000243678
561,P13994,CCDC130,0,0.800126553,0.5440116,0.276434377,0.731175808,0.775896263,0.875530494,396,ENSG00000104957
562,Q92839,HAS1,0,0.171489573,0.10048512,0.916956682,0.857521491,0.490761473,0.87545169,578,ENSG00000105509
563,Q14914,PTGR1,0,0.901235742,0.8124283,0.647563139,0.486203221,0.859617491,0.875283291,329,ENSG00000106853
564,Q8IVL0,NAV3,0,0.162514268,0.6029299,0.877041645,0.833899079,0.593983215,0.875223642,2385,ENSG00000067798
565,O43681,ASNA1,0,0.255632886,0.13880843,0.781928251,0.851586943,0.519346124,0.875220004,348,ENSG00000198356
566,Q8N9R8,SCAI,0,0.683982778,0.064398274,0.701044045,0.817433013,0.651421304,0.875032897,606,ENSG00000173611
567,E7EU96,CSNK2A1,0,0.331772334,0.08016271,0.899796926,0.845368414,0.533248647,0.87475511,385,ENSG00000101266
568,P54198,HIRA,0,0.34473656,0.640691,0.728307269,0.820585448,0.639178147,0.874730488,1017,ENSG00000100084
569,O14810,CPLX1,0,0.938185702,0.66668725,0.438736888,0.283488028,0.883384404,0.8739776,134,ENSG00000168993
570,Q9NVH1,DNAJC11,0,0.545992701,0.6355979,0.55196826,0.797667087,0.691156561,0.873862039,559,ENSG00000007923
571,Q9UN73,PCDHA6,0,0.047218852,0.37448347,0.408991573,0.845337805,0.527129473,0.873594494,950,ENSG00000081842
572,O76075,DFFB,0,0.233202783,0.074490726,0.748151669,0.853006498,0.504945734,0.873531735,338,ENSG00000169598
573,Q9UBC2,EPS15L1,0,0.649174762,0.32696038,0.81177237,0.792382756,0.696108241,0.873528991,864,ENSG00000127527
574,Q5JPE7,NOMO2,0,0.564570962,0.7554906,0.842950541,0.783591846,0.71625485,0.873457568,1267,ENSG00000185164
575,Q9UBU7,DBF4,0,0.337342901,0.22978581,0.820641908,0.830986365,0.590966684,0.873314823,674,ENSG00000006634
576,Q05BV3,EMAL5,0,0.624710437,0.82267433,0.79815796,0.760988627,0.746070331,0.873302032,1969,ENSG00000165521
577,Q53HL2,CDCA8,0,0.693215612,0.23024172,0.68149517,0.789280894,0.70142046,0.873230316,280,ENSG00000134690
578,P47895,ALDH1A3,0,0.945376218,0.7023272,0.294212671,0.2525836,0.886536042,0.873061512,512,ENSG00000184254
579,P68543,UBXN2A,0,0.786775304,0.1924451,0.70028648,0.763041185,0.74299782,0.872967549,259,ENSG00000173960
580,O43747,AP1G1,0,0.581921956,0.08008294,0.852715529,0.824111115,0.618924962,0.872949825,822,ENSG00000166747
581,P61758,VBP1,0,0.737053629,0.39431676,0.539946769,0.770100711,0.733168035,0.872664094,197,ENSG00000155959
582,P0CG47,UBB,0,0.912980592,0.5664883,0.450050963,0.488984667,0.854390178,0.872642938,229,ENSG00000170315
583,O14531,DPYSL4,0,0.765202872,0.64032596,0.713452887,0.730839977,0.767218585,0.872614071,572,ENSG00000151640
584,Q9H5J8,TAF1D,0,0.769717101,0.54803324,0.668925905,0.739220778,0.761498299,0.872549212,278,ENSG00000166012
585,O14813,PHOX2A,0,0.150672933,0.093627214,0.944097101,0.854771412,0.484674121,0.872448182,284,ENSG00000165462
586,P35244,RPA3,0,0.637562953,0.37730783,0.802114646,0.791319446,0.695962068,0.872381419,121,ENSG00000106399
587,Q86WJ1,CHD1L,0,0.589649861,0.3685493,0.699828101,0.802376921,0.679921821,0.872163552,897,ENSG00000131778
588,Q96PE3,INPP4A,0,0.294994555,0.27926013,0.928113963,0.830236017,0.58814061,0.871920722,977,ENSG00000040933
589,Q5M775,CYTSB,0,0.52749637,0.09367165,0.837984364,0.827839436,0.597601924,0.871485681,1068,ENSG00000128487
590,O60934,NBN,0,0.631530894,0.39275053,0.808893369,0.789552246,0.695108313,0.871341378,754,ENSG00000104320
591,P02100,HBE1,0,0.233593251,0.03696192,0.820233645,0.852053897,0.490483058,0.871193838,147,ENSG00000213931
592,P10746,UROS,0,0.392655757,0.06451147,0.913288757,0.84066343,0.547765749,0.871082163,265,ENSG00000188690
593,O75955,FLOT1,0,0.124915646,0.67756,0.836374762,0.828011816,0.593360181,0.870961517,427,ENSG00000137312
594,E7ETZ0,CALM1,0,0.761303586,0.35289323,0.621155146,0.753785524,0.744827315,0.870887172,150,ENSG00000160014
595,Q7Z4S6,KI21A,0,0.675662653,0.5674948,0.742532145,0.775164655,0.72224181,0.870863741,1674,ENSG00000139116
596,D3DS95,hCG_21173,0,0.916146027,0.2574064,0.333402827,0.542253772,0.842892239,0.870834739,94,
597,Q69YH5,CDCA2,0,0.054378358,0.5249479,0.788570656,0.840518656,0.547979991,0.870793305,1023,ENSG00000184661
598,Q8TEV9,SMCR8,0,0.485035045,0.19696717,0.905776125,0.819414259,0.624874416,0.870757248,937,ENSG00000176994
599,Q5VWG9,TAF3,0,0.230253191,0.93835706,0.643980431,0.684979835,0.796044624,0.870687314,929,ENSG00000165632
600,Q14781,CBX2,0,0.941329409,0.35183018,0.460357642,0.408054995,0.872025864,0.870683989,532,ENSG00000173894
601,Q8WXB4,ZNF606,0,0.013641357,0.018833121,0.944324688,0.865225061,0.387012274,0.870645407,792,ENSG00000166704
602,Q9GZR1,SENP6,0,0.050309165,0.73169464,0.830337793,0.829527509,0.585132069,0.870580711,1112,ENSG00000112701
603,Q96RT8,GCP5,0,0.380071669,0.09096014,0.787229602,0.838469693,0.548203821,0.870493334,1024,ENSG00000275835
604,Q71DI3,HIST2H3C,0,0.748199526,0.09935917,0.789333684,0.789118047,0.691533498,0.870084428,136,ENSG00000183598
605,Q71DI3,HIST2H3A,0,0.748199526,0.09935917,0.789333684,0.789118047,0.691533498,0.870084428,136,ENSG00000183598
606,Q71DI3,HIST2H3D,0,0.748199526,0.09935917,0.789333684,0.789118047,0.691533498,0.870084428,136,ENSG00000183598
607,Q9NXD3,,0,0.785024492,0.71361953,0.662119759,0.711635396,0.782762496,0.870018116,888,
608,Q8N3D4,EH1L1,0,0.078008091,0.9337166,0.839554803,0.72752729,0.764745164,0.869717607,1523,ENSG00000173442
609,Q6NSZ9,ZSCAN25,0,0.072710773,0.000957995,0.833691467,0.863508324,0.402244486,0.869716761,544,ENSG00000197037
610,Q9BZQ8,FAM129A,0,0.571896643,0.6453985,0.849165164,0.786146013,0.69961443,0.869487295,928,ENSG00000135842
611,Q15545,TAF7,0,0.63837558,0.6647078,0.645569878,0.773321983,0.721920171,0.869420087,349,ENSG00000178913
612,Q92526,CCT6B,0,0.884267919,0.7812965,0.403127306,0.525636064,0.843561833,0.869223985,530,ENSG00000132141
613,O75477,ERLIN1,0,0.643247141,0.09834166,0.852499018,0.810112043,0.644054977,0.869187947,346,ENSG00000107566
614,P12259,FA5,0,0.068526041,0.97085035,0.664135446,0.655296294,0.805000974,0.868846734,2224,ENSG00000198734
615,Q9H4L7,SMRCD,0,0.645640093,0.28742287,0.792456963,0.788502016,0.690428842,0.868745514,1026,ENSG00000163104
616,P35749,MYH11,0,0.228502792,0.9148114,0.824660424,0.758374249,0.737892497,0.8687203,1972,ENSG00000133392
617,P07205,PGK2,0,0.884685186,0.59083986,0.483349667,0.584982553,0.829837236,0.868705401,417,ENSG00000170950
618,P53675,CLH2,0,0.29431896,0.55553263,0.829943309,0.818282479,0.619252371,0.868618587,1640,ENSG00000070371
619,Q6NUN9,ZNF746,0,0.24403077,0.038153823,0.765637871,0.845269874,0.494983221,0.86852428,644,ENSG00000181220
620,P05976,MYL1,0,0.908968117,0.41421854,0.733130647,0.555261269,0.839019218,0.868221777,194,ENSG00000168530
621,P35030,PRSS3,0,0.4091635,0.02755423,0.948398554,0.839491639,0.535010195,0.868168758,304,ENSG00000010438
622,Q6IQ55,TTBK2,0,0.101677309,0.089639105,0.794504867,0.852351776,0.467247098,0.868118066,1244,ENSG00000128881
623,Q8WXQ7,PCCA,0,0.796542073,0.6054384,0.48854961,0.711923004,0.778172183,0.868101926,728,ENSG00000175198
624,Q96P16,RPRD1A,0,0.145970324,0.06729308,0.672593482,0.849563434,0.477376028,0.868010153,312,ENSG00000141425
625,Q8NDI1,EHBP1,0,0.715164733,0.5682497,0.842175888,0.753330397,0.738532969,0.867967961,1231,ENSG00000115504
626,Q31604,DMA,0,0.026381625,0.04528382,0.789020644,0.860419469,0.416093694,0.867889718,261,
627,Q96KV7,WDR90,0,0.474658227,0.33775327,0.834454092,0.808224139,0.639097617,0.867519893,1748,ENSG00000161996
628,Q70J99,UN13D,0,0.312730401,0.3218819,0.886877724,0.823566895,0.597504378,0.867379194,1090,ENSG00000092929
629,P0CAP1,MYZAP,0,0.219880176,0.24385029,0.677132738,0.829843266,0.5645615,0.867233671,466,ENSG00000263155
630,Q2YD98,UVSSA,0,0.875492912,0.15081234,0.541180691,0.661786068,0.801813784,0.867219594,709,ENSG00000163945
631,Q8TD30,GPT2,0,0.914882635,0.4063929,0.512517416,0.5,0.84702408,0.867158759,523,ENSG00000166123
632,P01138,NGF,0,0.594821398,0.23437612,0.815080457,0.79810211,0.669316708,0.86666567,241,ENSG00000134259
633,Q8NA56,TTC29,0,0.371256258,0.17183423,0.956158332,0.823515691,0.592176612,0.866395566,475,ENSG00000137473
634,Q96DW6,SLC25A38,0,0.061751775,0.33842504,0.772016288,0.836894553,0.530642338,0.866294459,304,ENSG00000144659
635,Q92889,ERCC4,0,0.150196706,0.77292514,0.754264644,0.811488049,0.62535291,0.866160179,916,ENSG00000175595
636,Q9H2G4,TSPYL2,0,0.555928684,0.31510743,0.708344867,0.799719144,0.664242242,0.866156278,693,ENSG00000184205
637,P29762,CRABP1,0,0.5,0.228552,0.870605414,0.808553976,0.632951288,0.865999616,137,ENSG00000166426
638,Q9BRP1,PDCD2L,0,0.094312101,0.047115922,0.463886449,0.852558324,0.451530705,0.865797767,358,ENSG00000126249
639,P28072,PSMB6,0,0.399498171,0.21669185,0.830515006,0.818806537,0.60597488,0.865710127,239,ENSG00000142507
640,Q8IVL1,NAV2,0,0.135971084,0.7288349,0.863620945,0.815276306,0.611305075,0.865695869,2488,ENSG00000166833
641,Q0VF96,CGNL1,0,0.450859282,0.6555637,0.726731671,0.798167344,0.664790997,0.865557806,1302,ENSG00000128849
642,Q9H6S7,,0,0.792566712,0.56002635,0.662119759,0.711635396,0.774835747,0.865538428,724,
643,P55327,TPD52,0,0.621720076,0.31863132,0.798647781,0.785798505,0.687392846,0.865491203,224,ENSG00000076554
644,Q15544,TAF11,0,0.933235683,0.41439173,0.266718555,0.421811454,0.865032736,0.865254351,211,ENSG00000064995
645,O43488,AKR7A2,0,0.27908506,0.13849635,0.892300217,0.83640969,0.526338762,0.865241507,359,ENSG00000053371
646,Q13472,TOP3A,0,0.440201778,0.35495093,0.770825201,0.806739149,0.631392662,0.864842903,1001,ENSG00000177302
647,Q9UBT6,POLK,0,0.553840887,0.5339347,0.732295304,0.787427273,0.682747392,0.864587025,870,ENSG00000122008
648,P18085,ARF4,0,0.358302936,0.09358437,0.845097728,0.832166,0.542386746,0.864480577,180,ENSG00000168374
649,Q9Y5L4,TIMM13,0,0.415178574,0.121185586,0.755938915,0.827550444,0.560918558,0.863904291,95,ENSG00000099800
650,Q8IV32,CCDC71,0,0.901172132,0.65760934,0.37731929,0.485656422,0.845555946,0.863741371,467,ENSG00000177352
651,Q96NT1,NAP1L5,0,0.928662326,0.25864014,0.536507056,0.416738331,0.858453718,0.863705992,182,ENSG00000177432
652,K9JA46,EL52,0,0.797170049,0.9128065,0.623843743,0.471195829,0.848214241,0.863683053,732,
653,Q9H9A7,RMI1,0,0.410464097,0.1943638,0.787654902,0.815730567,0.603884149,0.863658878,625,ENSG00000178966
654,Q14691,GINS1,0,0.395882625,0.1368789,0.711921829,0.82764612,0.557424839,0.863571892,196,ENSG00000101003
655,Q14624,ITIH4,0,0.437786856,0.21844926,0.916314012,0.811380784,0.614874036,0.863555441,930,ENSG00000055955
656,Q58FF7,HSP90AB3P,0,0.842283364,0.15083537,0.793331704,0.700543945,0.778407197,0.863424375,597,
657,A4D1I1,LOC402287,0,0.907064427,0.38562903,0.333402827,0.542253772,0.837072745,0.863413115,119,
658,J3KNL6,SC16A,0,0.17148108,0.32531562,0.902606164,0.826877683,0.562288612,0.863363413,2357,ENSG00000148396
659,Q9P1F3,ABRACL,0,0.681784785,0.24724163,0.863722065,0.77598729,0.697632376,0.86309807,81,ENSG00000146386
660,Q15651,HMGN3,0,0.882732599,0.30936795,0.72690967,0.61089744,0.81394543,0.863094747,99,ENSG00000118418
661,H7BYY1,TPM1,0,0.203086166,0.1995327,0.902517278,0.827390584,0.555819776,0.862983697,248,ENSG00000140416
662,Q8N960,CEP120,0,0.772795121,0.29452565,0.684419641,0.73438495,0.745152266,0.862922994,986,ENSG00000168944
663,Q14117,DPYS,0,0.951649202,0.39076775,0.073010699,0.106565924,0.890894627,0.86290889,519,ENSG00000147647
664,Q549N0,CFL2,0,0.90000876,0.83285993,0.422741515,0.400298756,0.86101527,0.862901089,166,
665,P61160,ACTR2,0,0.383749096,0.12377743,0.867895914,0.828254085,0.552229071,0.862783187,394,ENSG00000138071
666,Q6P169,SMC4,0,0.857022779,0.6566992,0.543392923,0.609637854,0.815628221,0.862695445,423,
667,O95140,MFN2,0,0.671378353,0.4435492,0.783069672,0.76625498,0.709657161,0.862596522,757,ENSG00000116688
